"","Id","LotArea","Street","OverallQual","RoofStyle","Foundation","Heating","CentralAir","GrLivArea","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","GarageCars","GarageArea","PoolArea","SalePrice","SqFootage"
"1163",1163,8724,"Pave",5,"Gable","CBlock","GasA","Y",894,1,0,3,1,"TA",5,1,2,450,0,129000,894
"1164",1164,12900,"Pave",4,"Gable","CBlock","GasA","Y",1258,0,2,0,2,"TA",6,0,2,400,0,108959,1258
"1165",1165,16157,"Pave",5,"Gable","PConc","GasA","Y",1432,1,1,2,1,"Gd",5,1,2,588,0,194000,1432
"1166",1166,9541,"Pave",7,"Gable","PConc","GasA","Y",1502,2,0,3,1,"Gd",7,0,2,644,0,233170,1502
"1168",1168,10852,"Pave",6,"Gable","PConc","GasA","Y",1671,2,1,3,1,"TA",7,1,2,472,0,173000,959
"1169",1169,13728,"Pave",6,"Hip","CBlock","GasA","Y",2108,2,0,4,1,"Gd",7,2,2,540,0,235000,1236
"1170",1170,35760,"Pave",10,"Hip","PConc","GasA","Y",3627,3,1,4,1,"Gd",10,1,3,807,0,625000,1831
"1172",1172,9120,"Pave",6,"Hip","CBlock","GasA","Y",1261,1,0,3,1,"TA",6,1,2,433,0,163000,1261
"1173",1173,4017,"Pave",7,"Gable","PConc","GasA","Y",1250,2,1,2,1,"Gd",5,0,2,625,0,171900,625
"1174",1174,18030,"Pave",5,"Gable","CBlock","GasA","Y",3086,3,0,3,1,"Ex",12,1,0,0,0,200500,1636
"1175",1175,16560,"Pave",6,"Gable","BrkTil","GasA","Y",2345,2,1,4,1,"TA",9,1,2,360,0,239000,1170
"1176",1176,10678,"Pave",8,"Hip","PConc","GasA","Y",2872,2,1,4,1,"Gd",9,1,2,541,0,285000,2129
"1177",1177,6951,"Pave",5,"Gable","CBlock","GasA","Y",923,1,0,3,1,"TA",5,0,1,264,0,119500,923
"1178",1178,3950,"Pave",6,"Gable","CBlock","GasA","Y",1224,1,0,3,1,"TA",5,0,1,210,0,115000,818
"1180",1180,8335,"Pave",5,"Gable","Slab","GasA","Y",1124,1,0,3,1,"TA",5,1,0,0,0,93000,1124
"1181",1181,11170,"Pave",7,"Gable","Wood","GasA","Y",2514,2,1,4,1,"TA",8,0,2,693,0,250000,1298
"1182",1182,5587,"Pave",8,"Hip","PConc","GasA","Y",1652,2,0,2,1,"Gd",5,1,2,482,0,392500,1652
"1183",1183,15623,"Pave",10,"Hip","PConc","GasA","Y",4476,3,1,4,1,"Ex",10,2,3,813,555,745000,2411
"1184",1184,10800,"Pave",5,"Hip","BrkTil","GasA","Y",1130,1,0,2,1,"TA",5,1,2,720,0,120000,1130
"1185",1185,35133,"Grvl",5,"Hip","CBlock","GasA","Y",1572,1,1,3,1,"TA",5,2,3,995,0,186700,1572
"1186",1186,9738,"Pave",5,"Gable","BrkTil","GasA","Y",1221,1,0,4,1,"TA",7,0,1,392,0,104900,949
"1187",1187,10615,"Pave",3,"Gable","CBlock","GasA","Y",1699,2,0,3,2,"TA",7,0,2,420,0,95000,1014
"1188",1188,12461,"Pave",8,"Gable","PConc","GasA","Y",1624,2,0,2,1,"Gd",5,1,3,757,0,262000,1624
"1189",1189,8935,"Pave",7,"Gable","PConc","GasA","Y",1660,2,1,3,1,"Gd",7,0,2,493,0,195000,831
"1190",1190,7500,"Pave",7,"Gable","PConc","GasA","Y",1804,2,1,3,1,"Gd",7,1,2,442,0,189000,1028
"1191",1191,32463,"Pave",4,"Gable","CBlock","GasA","Y",1622,1,0,3,1,"TA",7,1,4,1356,0,168000,1622
"1192",1192,2645,"Pave",8,"Gable","PConc","GasA","Y",1441,2,1,2,1,"Gd",5,0,2,492,0,174000,764
"1193",1193,9600,"Pave",5,"Gambrel","PConc","GasA","Y",1472,1,0,3,1,"Gd",6,0,1,250,0,125000,842
"1195",1195,9364,"Pave",6,"Gable","CBlock","GasA","Y",1352,1,1,4,1,"TA",7,0,1,299,0,158000,663
"1196",1196,8029,"Pave",6,"Gable","PConc","GasA","Y",1456,2,1,3,1,"Gd",8,0,2,400,0,176000,728
"1197",1197,14054,"Pave",7,"Gable","PConc","GasA","Y",1863,2,1,4,1,"Gd",9,1,3,660,0,219210,879
"1200",1200,11235,"Pave",4,"Gable","CBlock","GasA","Y",1382,1,1,3,1,"TA",6,1,2,459,0,148000,1382
"1201",1201,9353,"Pave",4,"Gable","CBlock","GasA","Y",864,1,0,3,1,"TA",5,0,1,280,0,116050,864
"1202",1202,10400,"Pave",7,"Gable","PConc","GasA","Y",1779,2,1,3,1,"Gd",6,0,2,546,0,197900,866
"1203",1203,6000,"Pave",5,"Gable","BrkTil","GasA","Y",1348,1,0,3,1,"TA",5,1,1,216,0,117000,884
"1204",1204,9750,"Pave",7,"Gable","PConc","GasA","Y",1630,2,0,3,1,"Gd",6,1,2,451,0,213000,1630
"1205",1205,10140,"Pave",5,"Gable","CBlock","GasA","Y",1074,1,1,3,1,"TA",6,0,2,495,0,153500,1074
"1206",1206,14684,"Pave",7,"Hip","CBlock","GasA","Y",2196,2,0,3,1,"Gd",7,1,3,701,0,271900,2196
"1207",1207,8900,"Pave",4,"Gable","CBlock","GasA","Y",1056,1,0,2,1,"TA",5,0,1,384,0,107000,1056
"1208",1208,9135,"Pave",6,"Gable","PConc","GasA","Y",1700,2,0,3,1,"Gd",7,0,2,544,0,200000,1700
"1209",1209,7763,"Pave",5,"Gable","CBlock","GasA","Y",1283,1,0,3,1,"TA",6,0,2,506,0,140000,1283
"1213",1213,9340,"Pave",4,"Hip","CBlock","GasA","Y",672,1,0,2,1,"TA",4,0,1,234,0,113000,672
"1214",1214,10246,"Pave",4,"Gable","CBlock","GasA","Y",960,0,0,0,1,"TA",3,0,1,364,0,145000,960
"1216",1216,7094,"Pave",5,"Gable","CBlock","GasA","Y",894,1,0,3,1,"TA",5,0,1,384,0,125000,894
"1218",1218,8640,"Pave",8,"Gable","PConc","GasA","Y",1314,2,0,3,1,"Gd",6,0,2,552,0,229456,1314
"1219",1219,6240,"Pave",4,"Gable","Slab","GasA","N",912,1,0,2,1,"TA",3,0,0,0,0,80500,672
"1221",1221,7800,"Pave",5,"Gable","CBlock","GasA","Y",912,1,0,2,1,"TA",5,0,1,288,0,115000,912
"1224",1224,10680,"Pave",5,"Hip","CBlock","GasA","N",2136,2,0,4,1,"TA",7,0,2,528,0,137900,2136
"1226",1226,10482,"Pave",6,"Hip","CBlock","GasA","Y",1138,1,0,3,1,"TA",6,0,1,264,0,145000,1138
"1227",1227,14598,"Pave",6,"Gable","PConc","GasA","Y",1933,2,1,4,1,"Gd",9,1,3,668,0,214000,894
"1228",1228,8872,"Pave",5,"Gable","CBlock","GasA","Y",912,1,0,2,1,"Gd",5,0,2,576,0,147000,912
"1230",1230,7910,"Pave",5,"Hip","CBlock","GasA","Y",1507,2,0,4,1,"TA",7,0,1,404,0,127000,1507
"1232",1232,7728,"Pave",5,"Hip","CBlock","GasA","Y",1190,1,0,3,1,"TA",6,0,2,540,0,132500,1190
"1234",1234,12160,"Pave",5,"Hip","CBlock","GasA","Y",1188,1,0,3,1,"TA",6,0,2,531,0,142000,1188
"1236",1236,13132,"Pave",5,"Gable","BrkTil","GasA","Y",1784,1,1,4,1,"TA",9,0,1,180,0,138887,892
"1237",1237,2628,"Pave",7,"Gable","PConc","GasA","Y",1626,2,1,2,1,"Gd",6,0,2,474,0,175500,764
"1238",1238,12393,"Pave",7,"Gable","PConc","GasA","Y",1948,2,1,4,1,"Gd",8,1,2,434,0,195000,847
"1239",1239,13072,"Pave",6,"Gable","PConc","GasA","Y",1141,1,1,3,1,"TA",6,0,2,484,0,142500,1141
"1242",1242,9849,"Pave",7,"Hip","PConc","GasA","Y",1689,2,0,3,1,"Gd",7,0,3,954,0,248328,1689
"1243",1243,10625,"Pave",7,"Gable","CBlock","GasA","Y",1173,2,0,3,1,"Gd",6,2,2,528,0,170000,1173
"1244",1244,13891,"Pave",10,"Gable","PConc","GasA","Y",2076,2,1,2,1,"Ex",7,1,3,850,0,465000,2076
"1245",1245,11435,"Pave",8,"Gable","PConc","GasA","Y",1517,1,0,3,1,"Gd",7,2,2,400,0,230000,792
"1246",1246,12090,"Pave",6,"Hip","CBlock","GasA","Y",1868,3,1,3,1,"TA",7,1,2,477,0,178000,1140
"1247",1247,8125,"Pave",7,"Gable","PConc","GasA","Y",1553,2,1,3,1,"Gd",6,0,2,615,0,186500,756
"1248",1248,12328,"Pave",6,"Gable","CBlock","GasA","Y",1034,1,0,3,1,"TA",6,0,3,888,0,169900,1034
"1249",1249,9600,"Pave",6,"Gable","BrkTil","OthW","N",2058,1,1,3,1,"TA",8,1,2,396,0,129500,1134
"1252",1252,3136,"Pave",7,"Gable","PConc","GasA","Y",1405,2,0,2,1,"Gd",6,1,2,478,0,171750,1405
"1253",1253,9858,"Pave",5,"Gable","CBlock","GasA","Y",874,1,0,3,1,"TA",5,0,1,288,0,130000,874
"1256",1256,6240,"Pave",6,"Gable","BrkTil","GasA","Y",1367,1,0,3,1,"TA",6,1,1,560,0,127500,959
"1257",1257,14303,"Pave",8,"Hip","PConc","GasA","Y",1987,2,0,2,1,"Gd",7,1,2,691,0,301500,1987
"1258",1258,4060,"Pave",5,"Gable","PConc","GasA","Y",864,1,0,2,1,"TA",4,0,0,0,0,99900,864
"1259",1259,9587,"Pave",7,"Gable","PConc","GasA","Y",1166,2,0,2,1,"Gd",5,0,2,400,0,190000,1166
"1260",1260,9750,"Pave",6,"Gable","CBlock","GasA","Y",1054,1,1,3,1,"TA",6,0,2,460,0,151000,1054
"1261",1261,24682,"Pave",6,"Gable","PConc","GasA","Y",1675,2,1,3,1,"TA",7,1,2,502,0,181000,892
"1263",1263,11250,"Pave",4,"Gable","CBlock","GasA","Y",1788,1,0,5,1,"TA",8,2,1,304,0,161500,1104
"1264",1264,13515,"Pave",6,"Gambrel","PConc","GasA","Y",1824,1,0,3,1,"TA",8,1,2,520,0,180500,1060
"1266",1266,3735,"Pave",7,"Hip","PConc","GasA","Y",1452,2,1,3,1,"Gd",6,0,2,506,0,183900,713
"1268",1268,13214,"Pave",9,"Hip","PConc","GasA","Y",2018,2,0,3,1,"Ex",10,1,3,746,0,378500,2018
"1269",1269,14100,"Pave",8,"Gable","CBlock","GasA","Y",3447,3,1,4,1,"Gd",11,2,3,1014,0,381000,1968
"1271",1271,23595,"Pave",7,"Shed","PConc","GasA","Y",1524,0,1,0,1,"Gd",4,1,2,586,0,260000,1332
"1272",1272,9156,"Pave",6,"Hip","CBlock","GasA","Y",1489,2,0,3,1,"Gd",7,1,2,462,0,185750,1489
"1273",1273,13526,"Pave",5,"Hip","CBlock","GasA","Y",935,1,0,3,1,"TA",5,0,1,288,0,137000,935
"1274",1274,11512,"Pave",6,"Gable","CBlock","GasA","Y",1357,1,0,2,1,"Ex",5,1,1,312,0,177000,1357
"1277",1277,12936,"Pave",6,"Gable","CBlock","GasA","Y",1395,1,1,3,1,"TA",6,1,2,497,0,162000,735
"1278",1278,17871,"Pave",6,"Gable","CBlock","GasA","Y",1724,1,1,3,1,"TA",7,1,2,480,0,197900,1724
"1280",1280,7500,"Pave",4,"Gable","CBlock","GasA","Y",1128,1,0,2,1,"TA",6,0,2,528,0,68400,698
"1281",1281,9808,"Pave",7,"Gable","PConc","GasA","Y",1573,2,0,3,1,"Gd",6,0,2,544,0,227000,1573
"1282",1282,8049,"Pave",7,"Hip","CBlock","GasA","Y",1339,2,0,2,1,"TA",6,1,2,484,0,180000,1339
"1284",1284,9400,"Pave",6,"Mansard","CBlock","GasA","Y",1824,2,2,4,2,"TA",8,0,0,0,0,139000,912
"1290",1290,11065,"Pave",8,"Gable","PConc","GasA","Y",1970,2,1,3,1,"Ex",8,1,3,753,0,281000,1120
"1292",1292,1680,"Pave",5,"Gable","CBlock","GasA","Y",1302,2,1,3,1,"TA",6,0,1,264,0,119500,630
"1293",1293,6600,"Pave",5,"Gable","Stone","GasA","N",2372,2,0,4,2,"TA",11,0,1,432,0,107500,1378
"1294",1294,10140,"Pave",7,"Gable","PConc","GasA","Y",1664,2,1,4,1,"TA",8,1,2,528,0,162900,832
"1295",1295,8172,"Pave",5,"Hip","CBlock","GasA","Y",864,1,0,2,1,"TA",5,0,2,572,0,115000,864
"1296",1296,8400,"Pave",5,"Hip","CBlock","GasA","Y",1052,1,1,3,1,"TA",5,0,1,288,0,138500,1052
"1297",1297,8700,"Pave",5,"Hip","CBlock","GasA","Y",1128,2,0,3,1,"TA",6,0,2,525,0,155000,1128
"1298",1298,3675,"Pave",6,"Gable","PConc","GasA","Y",1072,2,0,2,1,"TA",5,0,2,525,0,140000,1072
"1302",1302,7500,"Pave",6,"Gable","CBlock","GasA","Y",1494,1,0,3,1,"Gd",7,2,1,213,0,177500,753
"1303",1303,10120,"Pave",8,"Hip","PConc","GasA","Y",2526,2,1,4,1,"Gd",8,1,3,844,0,290000,1203
"1304",1304,8688,"Pave",7,"Gable","PConc","GasA","Y",1616,2,0,3,1,"Gd",7,0,3,834,0,232000,1616
"1305",1305,3363,"Pave",7,"Gable","PConc","GasA","Y",1708,2,0,3,1,"Gd",7,0,2,380,0,130000,976
"1306",1306,13173,"Pave",9,"Hip","PConc","GasA","Y",1652,2,0,2,1,"Ex",6,2,2,840,0,325000,1652
"1307",1307,6955,"Pave",7,"Gable","PConc","GasA","Y",1368,2,0,2,1,"Gd",6,1,2,474,0,202500,1368
"1308",1308,8072,"Pave",5,"Gable","PConc","GasA","Y",990,1,0,3,1,"TA",5,0,2,480,0,138000,990
"1309",1309,12000,"Pave",5,"Gable","CBlock","GasA","Y",1122,1,0,2,1,"Gd",6,0,2,528,0,147000,1122
"1310",1310,7153,"Pave",6,"Gable","CBlock","GasA","Y",1294,2,0,3,1,"Gd",6,0,2,496,0,179200,1294
"1311",1311,17500,"Pave",7,"Gable","PConc","GasA","Y",1902,2,0,3,1,"Ex",7,2,2,567,0,335000,1902
"1312",1312,8814,"Pave",7,"Gable","PConc","GasA","Y",1274,2,0,3,1,"Gd",6,0,2,508,0,203000,1274
"1313",1313,9572,"Pave",8,"Gable","PConc","GasA","Y",2810,2,1,4,1,"Gd",9,1,2,750,0,302000,1453
"1314",1314,14774,"Pave",9,"Gable","PConc","GasA","Y",2599,2,1,4,1,"Gd",10,1,3,779,0,333168,1422
"1316",1316,11075,"Pave",6,"Gable","CBlock","GasA","Y",2112,2,1,4,1,"TA",9,2,2,576,0,206900,1092
"1317",1317,10226,"Pave",8,"Gable","PConc","GasA","Y",1630,2,0,3,1,"Ex",8,1,3,860,0,295493,1630
"1318",1318,4230,"Pave",7,"Gable","PConc","GasA","Y",1352,2,0,2,1,"Gd",5,1,2,466,0,208900,1352
"1319",1319,14781,"Pave",8,"Hip","PConc","GasA","Y",1787,2,0,3,1,"Gd",7,1,3,748,0,275000,1787
"1320",1320,10215,"Pave",4,"Hip","PConc","GasA","Y",948,1,0,3,1,"TA",5,0,1,248,0,111000,948
"1321",1321,8400,"Pave",6,"Hip","CBlock","GasA","Y",1478,1,1,3,1,"TA",6,2,2,442,0,156500,1478
"1322",1322,6627,"Pave",3,"Hip","CBlock","Floor","N",720,1,0,2,1,"TA",4,0,1,287,0,72500,720
"1323",1323,10186,"Pave",7,"Gable","PConc","GasA","Y",1923,2,1,3,1,"Gd",8,1,2,564,0,190000,1061
"1324",1324,5330,"Pave",4,"Hip","CBlock","GasA","Y",708,1,0,2,1,"Fa",5,0,0,0,0,82500,708
"1325",1325,9986,"Pave",8,"Gable","PConc","GasA","Y",1795,2,0,2,1,"Gd",7,1,3,895,0,147000,1795
"1326",1326,3636,"Pave",4,"Gable","BrkTil","GasA","N",796,1,0,2,1,"TA",5,0,0,0,0,55000,796
"1327",1327,4270,"Pave",3,"Gable","BrkTil","GasA","Y",774,1,0,3,1,"Gd",6,0,0,0,0,79000,774
"1329",1329,10440,"Pave",6,"Gable","BrkTil","GasW","Y",2792,2,0,5,1,"TA",8,2,2,520,0,256000,1584
"1330",1330,9084,"Pave",7,"Hip","PConc","GasA","Y",1632,2,1,3,1,"TA",8,1,2,462,0,176500,955
"1331",1331,10000,"Pave",8,"Hip","PConc","GasA","Y",1588,2,0,3,1,"Gd",7,1,3,825,0,227000,1588
"1333",1333,8877,"Pave",4,"Gable","CBlock","GasA","Y",816,1,0,2,1,"TA",3,1,1,288,0,100000,816
"1334",1334,7200,"Pave",5,"Gable","CBlock","GasA","Y",1360,1,1,2,1,"Gd",6,0,1,297,0,125500,803
"1335",1335,2368,"Pave",5,"Gable","CBlock","GasA","Y",1365,1,1,3,1,"TA",7,0,2,440,0,125000,765
"1336",1336,9650,"Pave",6,"Gable","CBlock","GasA","Y",1334,2,0,2,1,"TA",6,1,2,630,0,167900,1334
"1338",1338,4118,"Pave",4,"Gable","CBlock","Grav","N",693,1,0,2,1,"Fa",4,0,0,0,0,52500,693
"1339",1339,13450,"Pave",7,"Gable","PConc","GasA","Y",1861,2,1,3,1,"Gd",8,0,2,492,0,200000,920
"1340",1340,9560,"Pave",5,"Hip","CBlock","GasA","Y",864,1,0,3,1,"TA",5,0,1,288,0,128500,864
"1341",1341,8294,"Pave",4,"Gable","CBlock","GasA","Y",872,1,0,3,1,"TA",5,0,4,480,0,123000,872
"1342",1342,13695,"Pave",6,"Gable","PConc","GasA","Y",1114,1,0,3,1,"Gd",6,0,2,576,0,155000,1114
"1343",1343,9375,"Pave",8,"Gable","PConc","GasA","Y",2169,2,1,3,1,"Gd",7,1,2,647,0,228500,1284
"1344",1344,7558,"Pave",6,"Gable","BrkTil","GasA","Y",1913,1,1,3,1,"TA",9,1,2,342,0,177000,1172
"1345",1345,11103,"Pave",7,"Gable","PConc","GasA","Y",1456,2,1,3,1,"Gd",8,1,2,440,0,155835,728
"1346",1346,6000,"Pave",4,"Hip","PConc","GasA","Y",960,1,0,2,1,"Fa",5,0,1,308,0,108500,960
"1347",1347,20781,"Pave",7,"Hip","CBlock","GasA","Y",2156,2,0,3,1,"TA",9,1,2,508,0,262500,2156
"1348",1348,15306,"Pave",8,"Gable","PConc","GasA","Y",1776,2,0,3,1,"Gd",7,1,3,712,0,283463,1776
"1349",1349,16196,"Pave",7,"Gable","PConc","GasA","Y",1494,2,0,3,1,"Gd",5,1,2,514,0,215000,1494
"1351",1351,11643,"Pave",5,"Gable","CBlock","GasA","Y",2634,2,2,6,2,"TA",12,0,4,968,0,200000,1338
"1352",1352,9247,"Pave",6,"Gable","CBlock","GasA","Y",1716,1,1,4,1,"TA",8,1,2,490,0,171000,858
"1354",1354,14720,"Pave",8,"Hip","PConc","GasA","Y",3238,2,1,4,1,"Gd",9,1,3,666,0,410000,2053
"1355",1355,10316,"Pave",7,"Gable","PConc","GasA","Y",1865,2,1,3,1,"Gd",7,1,3,839,0,235000,992
"1356",1356,10192,"Pave",7,"Gable","CBlock","GasA","Y",1920,3,0,4,1,"Gd",8,1,2,487,0,170000,1222
"1358",1358,12537,"Pave",5,"Gable","CBlock","GasA","Y",1078,1,1,3,1,"TA",6,1,2,500,0,149900,1078
"1359",1359,2117,"Pave",6,"Gable","PConc","GasA","Y",1573,2,1,3,1,"Gd",5,0,2,440,0,177500,769
"1360",1360,16737,"Pave",9,"Hip","PConc","GasA","Y",1980,2,0,3,1,"Ex",8,1,3,770,0,315000,1980
"1361",1361,9842,"Pave",5,"Gable","BrkTil","GasA","Y",2601,3,1,4,1,"TA",8,0,2,621,0,189000,990
"1363",1363,12513,"Pave",4,"Gable","BrkTil","GasA","Y",1738,2,0,4,1,"TA",7,1,1,368,0,104900,1281
"1366",1366,7500,"Pave",7,"Gable","PConc","GasA","Y",1674,2,1,3,1,"Gd",7,0,2,663,0,216000,814
"1367",1367,9179,"Pave",7,"Gable","PConc","GasA","Y",1790,2,1,3,1,"Gd",7,0,2,588,0,193000,882
"1369",1369,4435,"Pave",6,"Gable","PConc","GasA","Y",848,1,0,1,1,"Gd",4,0,2,420,0,144000,848
"1371",1371,5400,"Pave",4,"Gable","PConc","GasA","Y",1374,1,0,2,1,"TA",6,0,1,338,0,105000,840
"1373",1373,9750,"Pave",7,"Gable","PConc","GasA","Y",2097,2,1,3,1,"Gd",8,1,2,583,0,274300,1108
"1375",1375,10625,"Pave",7,"Gable","PConc","GasA","Y",1958,2,1,3,1,"Gd",9,1,3,936,0,250000,1026
"1380",1380,9735,"Pave",5,"Gable","PConc","GasA","Y",1394,2,1,3,1,"Gd",7,0,2,400,0,167500,754
"1381",1381,8212,"Pave",3,"Gable","BrkTil","GasA","N",864,1,0,2,1,"TA",5,0,1,200,0,58500,864
"1384",1384,25339,"Pave",5,"Gable","BrkTil","GasA","Y",1416,2,0,3,1,"Gd",7,0,2,576,0,112000,1416
"1385",1385,9060,"Pave",6,"Gable","BrkTil","GasA","Y",1258,1,0,2,1,"TA",6,0,1,280,0,105000,698
"1386",1386,5436,"Pave",4,"Gable","BrkTil","GasA","Y",1154,1,0,3,1,"Gd",7,0,1,240,0,125500,796
"1387",1387,16692,"Pave",7,"Gable","CBlock","GasA","Y",2784,3,1,5,1,"Gd",12,2,2,564,519,250000,1392
"1388",1388,8520,"Pave",6,"Gable","BrkTil","GasW","N",2526,2,0,5,1,"Gd",10,1,1,216,0,136000,1664
"1389",1389,14892,"Pave",9,"Gable","PConc","GasA","Y",1746,2,0,3,1,"Ex",7,2,3,758,0,377500,1746
"1390",1390,6000,"Pave",6,"Gable","BrkTil","GasA","Y",1218,1,0,3,1,"TA",6,1,2,440,0,131000,869
"1391",1391,9100,"Pave",7,"Gable","PConc","GasA","Y",1525,2,0,3,1,"Gd",6,0,2,541,0,235000,1525
"1392",1392,8944,"Pave",5,"Gable","CBlock","GasA","Y",1584,2,0,4,2,"TA",8,0,3,792,0,124000,1584
"1393",1393,7838,"Pave",5,"Gable","CBlock","GasA","Y",900,1,0,3,1,"TA",6,1,1,288,0,123000,900
"1394",1394,10800,"Pave",6,"Gable","BrkTil","GasA","N",1912,2,0,3,2,"TA",7,1,2,672,0,163000,1221
"1395",1395,4045,"Pave",7,"Hip","PConc","GasA","Y",1500,2,0,2,1,"Gd",6,1,3,648,0,246578,1500
"1396",1396,12665,"Pave",8,"Hip","PConc","GasA","Y",2482,2,1,4,1,"Gd",9,1,3,642,0,281213,1133
"1398",1398,6120,"Pave",5,"Gable","BrkTil","GasA","Y",1513,1,1,4,1,"TA",8,0,1,180,0,137500,939
"1400",1400,6171,"Pave",6,"Gable","BrkTil","GasA","Y",1608,2,1,3,1,"Gd",7,1,1,216,0,137450,1160
"1401",1401,6000,"Pave",6,"Gable","BrkTil","GasA","Y",1158,1,0,3,1,"TA",5,1,1,208,0,120000,950
"1403",1403,6762,"Pave",7,"Gable","PConc","GasA","Y",1294,2,0,2,1,"Gd",6,1,2,662,0,193879,1294
"1405",1405,10410,"Pave",3,"Gable","PConc","GasA","Y",1214,1,0,3,1,"TA",6,0,3,936,0,105000,694
"1406",1406,3842,"Pave",8,"Hip","PConc","GasA","Y",1646,2,0,2,1,"Gd",5,1,2,482,0,275000,1646
"1407",1407,8445,"Pave",5,"Gable","CBlock","GasA","Y",768,1,0,2,1,"TA",5,0,2,396,0,133000,768
"1408",1408,8780,"Pave",5,"Gable","CBlock","GasA","Y",833,1,0,3,1,"TA",5,0,0,0,0,112000,833
"1410",1410,20544,"Pave",7,"Gable","CBlock","GasA","Y",2093,2,1,3,1,"TA",7,1,2,542,0,215000,1236
"1414",1414,10994,"Pave",8,"Gable","PConc","GasA","Y",1844,2,0,2,1,"Gd",7,1,2,620,0,257000,1844
"1415",1415,13053,"Pave",6,"Gambrel","BrkTil","GasA","Y",1848,1,1,4,1,"Gd",8,1,2,370,0,207000,1053
"1418",1418,16545,"Pave",8,"Gable","PConc","GasA","Y",2450,2,1,3,1,"Gd",7,1,3,1069,0,340000,1310
"1419",1419,9204,"Pave",5,"Gable","CBlock","GasA","Y",1144,1,1,3,1,"TA",6,0,1,336,0,124000,1144
"1420",1420,16381,"Pave",6,"Gable","CBlock","GasA","Y",1844,2,0,3,1,"Gd",7,1,2,540,0,223000,1844
"1421",1421,11700,"Pave",6,"Gable","CBlock","GasA","Y",1416,2,1,3,1,"TA",7,1,2,776,0,179900,708
"1422",1422,4043,"Pave",6,"Gable","CBlock","GasA","Y",1069,2,0,2,1,"TA",4,1,2,440,0,127500,1069
"1423",1423,4435,"Pave",6,"Gable","PConc","GasA","Y",848,1,0,1,1,"Gd",3,0,2,420,0,136500,848
"1425",1425,9503,"Pave",5,"Hip","CBlock","GasA","Y",1344,1,0,2,1,"TA",6,1,1,484,0,144000,1344
"1426",1426,10721,"Pave",6,"Hip","CBlock","GasA","Y",1252,1,0,3,1,"Gd",7,0,2,528,0,142000,1252
"1427",1427,10944,"Pave",7,"Gable","PConc","GasA","Y",2127,2,1,3,1,"Gd",5,2,2,525,0,271000,1223
"1428",1428,10930,"Pave",5,"Gable","CBlock","GasA","Y",1558,1,1,3,1,"TA",6,1,1,288,0,140000,1048
"1429",1429,7200,"Pave",5,"Gable","CBlock","GasA","Y",804,1,0,2,1,"Gd",4,2,1,240,0,119000,804
"1430",1430,12546,"Pave",6,"Gable","CBlock","GasA","Y",1440,2,0,3,1,"Gd",7,1,2,467,0,182900,1440
"1431",1431,21930,"Pave",5,"Gable","PConc","GasA","Y",1838,2,1,4,1,"TA",7,1,2,372,0,192140,734
"1433",1433,10800,"Pave",4,"Gable","BrkTil","GasA","Y",968,2,0,4,1,"TA",5,0,1,216,0,64500,968
"1434",1434,10261,"Pave",6,"Gable","PConc","GasA","Y",1792,2,1,3,1,"TA",8,1,2,451,0,186500,962
"1435",1435,17400,"Pave",5,"Gable","CBlock","GasA","Y",1126,2,0,3,1,"TA",5,1,2,484,0,160000,1126
"1436",1436,8400,"Pave",6,"Gable","CBlock","GasA","Y",1537,1,1,3,1,"Gd",7,1,2,462,0,174000,1537
"1437",1437,9000,"Pave",4,"Gable","PConc","GasA","Y",864,1,0,3,1,"TA",5,0,2,528,0,120500,864
"1438",1438,12444,"Pave",8,"Hip","PConc","GasA","Y",1932,2,0,2,1,"Ex",7,1,3,774,0,394617,1932
"1440",1440,11584,"Pave",7,"Hip","CBlock","GasA","Y",1725,2,1,3,1,"TA",6,1,2,550,0,197000,1040
"1441",1441,11526,"Pave",6,"Gable","BrkTil","GasA","Y",2555,2,0,3,1,"TA",11,1,2,672,0,191000,1423
"1442",1442,4426,"Pave",6,"Gable","PConc","GasA","Y",848,1,0,1,1,"Gd",3,1,2,420,0,149300,848
"1443",1443,11003,"Pave",10,"Gable","PConc","GasA","Y",2007,2,1,3,1,"Ex",10,1,3,812,0,310000,1026
"1445",1445,8500,"Pave",7,"Gable","PConc","GasA","Y",1422,2,0,3,1,"Gd",7,0,2,626,0,179600,1422
"1446",1446,8400,"Pave",6,"Gable","CBlock","GasA","Y",913,1,0,3,1,"TA",6,0,1,240,0,129000,913
"1447",1447,26142,"Pave",5,"Gable","CBlock","GasA","Y",1188,1,0,3,1,"TA",6,0,1,312,0,157900,1188
"1449",1449,11767,"Pave",4,"Gable","CBlock","GasA","N",1346,1,1,2,1,"TA",6,0,1,384,0,112000,796
"1451",1451,9000,"Pave",5,"Gable","CBlock","GasA","Y",1792,2,2,4,2,"TA",8,0,0,0,0,136000,896
"1452",1452,9262,"Pave",8,"Gable","PConc","GasA","Y",1578,2,0,3,1,"Ex",7,1,3,840,0,287090,1578
"1453",1453,3675,"Pave",5,"Gable","PConc","GasA","Y",1072,1,0,2,1,"TA",5,0,2,525,0,145000,1072
"1455",1455,7500,"Pave",7,"Gable","PConc","GasA","Y",1221,2,0,2,1,"Gd",6,0,2,400,0,185000,1221
